respondent_id,h1n1_vaccine,seasonal_vaccine
26777,0.17229411461136349,0.8577261495191058
26778,0.1954584272334985,0.4292245843505072
26779,0.11482280951284882,0.6059441616551788
26780,0.14966085694428066,0.8949710622641126
26781,0.047741642332864244,0.2667612637693072
26782,0.06841365365261926,0.4024983651569625
26783,0.06885334681796455,0.33169189619655964
26784,0.24527501901531212,0.7733423801758847
26785,0.04473085355683952,0.24595265185028628
26786,0.14900142543246414,0.27089439223577083
26787,0.1129023084725592,0.27912207684576884
26788,0.1632014233920569,0.82613261322941
26789,0.03785655039842466,0.36463034199897515
26790,0.06006856453171727,0.24243320659186038
26791,0.07713117026134238,0.237430408929498
26792,0.17767317358732107,0.7744266444244442
26793,0.12258321071598755,0.7624424032326547
26794,0.6972782894788847,0.9085253491060625
26795,0.045346577641694884,0.9188221005174385
26796,0.08349470845761167,0.11603354974701104
26797,0.2148172342827417,0.7378806267634864
26798,0.27229753267712775,0.22763268351010743
26799,0.26050509481133494,0.07498991229247963
26800,0.0629474163250963,0.8602729495223019
26801,0.28421850200237464,0.4201925416710946
26802,0.10934111231737391,0.21986211984532503
26803,0.0863682297785658,0.2624890355214817
26804,0.09376011414063022,0.31697800777243285
26805,0.08065984518365547,0.4670951001594987
26806,0.0863682297785658,0.7494208396266026
26807,0.57700525036985,0.8407945857852084
26808,0.20910170097992928,0.4573493599984346
26809,0.6915077139973576,0.49915704326021904
26810,0.07643599971288056,0.34720373792561243
26811,0.0863682297785658,0.09647633407103338
26812,0.10546692454208044,0.6517976295099163
26813,0.3727785692617828,0.2654360220055739
26814,0.0372434631704305,0.28565964178661796
26815,0.08259739192042977,0.22750252579552485
26816,0.0832167128388235,0.34018638385188427
26817,0.08866925313593152,0.4047687479567689
26818,0.1055757180417735,0.4680346415761586
26819,0.37213163066591004,0.5442147058852359
26820,0.11009155005468256,0.2644834549591203
26821,0.0863682297785658,0.4289021383123498
26822,0.13115183045890094,0.45120549668271454
26823,0.5190549093503862,0.40605428818283434
26824,0.06964029536502775,0.5821657878717006
26825,0.3252242841493302,0.5982722593221412
26826,0.06034837288932087,0.49070727698572675
26827,0.07629654940075518,0.34231510450655317
26828,0.19897811780458402,0.4989599455289363
26829,0.5315927593587125,0.8230602311884759
26830,0.0502882448352244,0.4419942498320875
26831,0.15138731985955384,0.5941006283292463
26832,0.17743820383940506,0.8469678421851167
26833,0.014912070396640128,0.31872843270013296
26834,0.23461236393748472,0.7001904858418821
26835,0.28662599817406453,0.838475273503472
26836,0.17191021428595069,0.41220519707911557
26837,0.0858825908663054,0.06093634127057972
26838,0.10431680097054631,0.2644834549591203
26839,0.17977966791046462,0.4496170677226799
26840,0.11177124190448595,0.26039818288735705
26841,0.2929798479021574,0.7171712887544311
26842,0.07629654940075518,0.21872139971341373
26843,0.08349470845761167,0.0767226416427465
26844,0.04477761171505903,0.5083531914883879
26845,0.10360114413019708,0.6244757810982071
26846,0.038390770318522116,0.5348325561331287
26847,0.35978070652609817,0.2857225694886975
26848,0.033513196891197944,0.5362856985176958
26849,0.10166888846494646,0.5521313391032775
26850,0.6072221057064089,0.8399364400660677
26851,0.0485211390140186,0.13392779681218872
26852,0.04580975730046447,0.15459315513319205
26853,0.4172028367969457,0.5402901290213284
26854,0.037416171273105175,0.18171510731664797
26855,0.52936677202111,0.8224581156343271
26856,0.2150060839144895,0.11079886113366268
26857,0.39097744791015276,0.2434548910601674
26858,0.11670223083156561,0.5257456575397036
26859,0.10887824754405712,0.29374331255273095
26860,0.21550638743224826,0.18615024579064154
26861,0.07578333216628702,0.09297322241087272
26862,0.10703998667082128,0.4072472736098035
26863,0.19399986635146782,0.4480633036389961
26864,0.40276941786393405,0.4128771767267391
26865,0.02714694453143958,0.06828051834216407
26866,0.17120265680084168,0.4535168359488332
26867,0.10318621481879686,0.15459315513319205
26868,0.6246980059291847,0.8305004634629725
26869,0.12059428515762362,0.48178357743898964
26870,0.531162871851242,0.7112503669046208
26871,0.09827319815258459,0.13392779681218872
26872,0.10008244612557199,0.6284593008188065
26873,0.24219560892542458,0.8627792367596792
26874,0.08263393550364652,0.22016432130946822
26875,0.5724289307445044,0.9085253491060625
26876,0.081723588786578,0.09647633407103338
26877,0.09627838144756619,0.21936700257593814
26878,0.2230354334833339,0.4563820765939303
26879,0.02825812915390732,0.08199991443835092
26880,0.08905837684300456,0.2660237111430184
26881,0.038390770318522116,0.16429582720330516
26882,0.06004740140681286,0.19470051586454548
26883,0.08411611058548434,0.40489694562165585
26884,0.007899697366431195,0.057847871324254285
26885,0.15773251577729044,0.6911612870565885
26886,0.07861369748718,0.5348325561331287
26887,0.5506037388819552,0.6924623510439155
26888,0.8690973572892906,0.9539194382201345
26889,0.06914370653993926,0.20154087258541845
26890,0.11217506262252258,0.410049442765114
26891,0.30520736686763295,0.5243606032092087
26892,0.12404548562298195,0.7317431820796377
26893,0.08349470845761167,0.2467254540261894
26894,0.19929655721474998,0.4573493599984346
26895,0.0502882448352244,0.5815542545011136
26896,0.07925564035862707,0.18697482200048177
26897,0.04498257106674059,0.24852210130052674
26898,0.19102648548035717,0.7186418148444292
26899,0.09755344165224494,0.1952929392314163
26900,0.12464239226510587,0.34720373792561243
26901,0.01508616309017177,0.410049442765114
26902,0.1864183172726548,0.8808560087715605
26903,0.37431679107819354,0.21125867782080265
26904,0.07014231179124905,0.237430408929498
26905,0.41895912510874694,0.604620947634643
26906,0.06427273746489415,0.22016432130946822
26907,0.02695469001197038,0.4326215001925712
26908,0.09827319815258459,0.47489485199632325
26909,0.1587601183530559,0.4405315925196532
26910,0.18925480025037508,0.3999201933621584
26911,0.09488143214558162,0.21923755782528204
26912,0.4388984805698553,0.8869013739831532
26913,0.796376797264572,0.8699528785914967
26914,0.11331529779990213,0.34752148112458936
26915,0.24879937560875312,0.8013594735857574
26916,0.07899123695215551,0.3339740185080675
26917,0.023359945365744608,0.0624793048166019
26918,0.5230153170914623,0.7817172253079183
26919,0.18090936720600004,0.35664039099615347
26920,0.06792517311825104,0.272929042161863
26921,0.14634095676722547,0.7692219860462816
26922,0.07560828486994572,0.7046928725646793
26923,0.07382149406976446,0.2840064658535899
26924,0.5079439127667486,0.7817172253079183
26925,0.10431680097054631,0.5136310017171575
26926,0.6278156858332737,0.6942223353229192
26927,0.28112894055626375,0.5224670708046765
26928,0.05311104159912476,0.3995105856736098
26929,0.1129464756758243,0.28776142183600706
26930,0.7381197476686262,0.9344753802749057
26931,0.1195217115372598,0.34752148112458936
26932,0.0723019298350483,0.7494208396266026
26933,0.08349470845761167,0.6663210122972589
26934,0.5980689215790675,0.7469604990621159
26935,0.12922515430815798,0.4110386141440459
26936,0.5780996847025051,0.5808158508571978
26937,0.1864183172726548,0.4419942498320875
26938,0.12442684268101292,0.12667770902803738
26939,0.04549151322776219,0.08524268292000049
26940,0.19380615571872503,0.3885282458119615
26941,0.06059493968198598,0.2644834549591203
26942,0.5737013665634344,0.8171630879950849
26943,0.2113268234400502,0.7353978285202338
26944,0.10887824754405712,0.1980611385342516
26945,0.12464239226510587,0.4153707052148402
26946,0.1864183172726548,0.6732446668477426
26947,0.0070026143173266145,0.07928239302812502
26948,0.03784289785345302,0.11093702468073731
26949,0.043055272406153984,0.11286099692349837
26950,0.06914370653993926,0.5731495097779602
26951,0.06427273746489415,0.2369611077172905
26952,0.7985693112350285,0.8959039752327508
26953,0.6706659853905211,0.9300788650789412
26954,0.07899123695215551,0.19691311435762066
26955,0.12363320453488184,0.38215930266634984
26956,0.007855692191423149,0.0727525952090822
26957,0.037095992836642624,0.8090709497091717
26958,0.22009878084448842,0.8293713601047799
26959,0.0502882448352244,0.34097316333114486
26960,0.060737337441914015,0.08522791685791631
26961,0.20648689878853518,0.4153707052148402
26962,0.16336529779290596,0.7357184485446896
26963,0.17097446503776503,0.3164921153766697
26964,0.10703998667082128,0.281388177947493
26965,0.7485563499397133,0.9300788650789412
26966,0.0254846606825171,0.0767226416427465
26967,0.008142272390181235,0.057568128721836934
26968,0.021378865694233223,0.5110632476852172
26969,0.057564361532088534,0.15934783050469245
26970,0.7061900989557084,0.5853496538403592
26971,0.08349470845761167,0.2467254540261894
26972,0.01724368214054656,0.07730883676859693
26973,0.07629654940075518,0.2784262686163453
26974,0.12214109643296216,0.3313122514002561
26975,0.05208389057799722,0.3598814877083028
26976,0.8724610783690823,0.6862537262076627
26977,0.053034411471471796,0.19310632116276813
26978,0.04972843443696611,0.6494410764794469
26979,0.24879937560875312,0.6016246158098549
26980,0.06630692722351866,0.16465226926924006
26981,0.06106349216700114,0.225586192875632
26982,0.5191243732766582,0.8399618993823357
26983,0.1252641013885716,0.4195855602134098
26984,0.11141148935985086,0.272929042161863
26985,0.04384864471540209,0.28506009103914254
26986,0.16943135792028122,0.3871861504306654
26987,0.0863682297785658,0.2624890355214817
26988,0.0502882448352244,0.17173982308868602
26989,0.20673760776009853,0.5583555728067563
26990,0.022678603028115488,0.07303397074827184
26991,0.3883419577654897,0.6770454893421481
26992,0.39704586632732597,0.5386041840108765
26993,0.08839949377639894,0.5790512074533424
26994,0.12858478991726227,0.27918512783021165
26995,0.19004453259407664,0.4481151845357374
26996,0.37597529704025334,0.5052778158758395
26997,0.04498257106674059,0.20858979923585802
26998,0.09686903608840064,0.24858194812589285
26999,0.5053606624893022,0.6709797878359599
27000,0.09236810390425733,0.244820371778502
27001,0.06532927492819837,0.5836181726663885
27002,0.01634516536512374,0.24069786216300113
27003,0.04153121526525062,0.08916602610553556
27004,0.00687112216701817,0.07498991229247963
27005,0.29868320099758583,0.7669444094921166
27006,0.7169142634334779,0.823953845679296
27007,0.07849226119440922,0.1994444337389126
27008,0.06504210194540434,0.09004937898920724
27009,0.08263393550364652,0.22016432130946822
27010,0.11141148935985086,0.22944465491710936
27011,0.13250044543276893,0.30027945951457147
27012,0.5553017961867948,0.7155923339926782
27013,0.1016207778404587,0.276381813283201
27014,0.045346577641694884,0.4110386141440459
27015,0.0063857281615730035,0.07206232869849007
27016,0.13549972746243022,0.34097316333114486
27017,0.31554025744911224,0.5815542545011136
27018,0.11331529779990213,0.1712173716190677
27019,0.8133933976612119,0.9195621991699108
27020,0.3252242841493302,0.49309625085612213
27021,0.13046919313245867,0.5704987589919149
27022,0.18463771899470413,0.310757712642196
27023,0.20202828921419927,0.32886830443139875
27024,0.07354519033969402,0.2367302010411627
27025,0.11286077725554572,0.10824275599972381
27026,0.11752745043571024,0.4419942498320875
27027,0.0485211390140186,0.47489485199632325
27028,0.23953600598452635,0.6857136729228968
27029,0.08369900335336418,0.3506609719792622
27030,0.2710163266824027,0.5853496538403592
27031,0.22899101424818527,0.7611053631441939
27032,0.1422024223132719,0.44373480240710717
27033,0.17321785962424677,0.5552298247092491
27034,0.012705394421234834,0.7574055856415307
27035,0.10774020317100194,0.21872139971341373
27036,0.1271422109222483,0.45563342128859285
27037,0.7169556438806554,0.8719011503063718
27038,0.08065984518365547,0.08916602610553556
27039,0.7289999178418429,0.8144784985181176
27040,0.16142972232449787,0.20960317304022655
27041,0.08065984518365547,0.37135850968127937
27042,0.12059428515762362,0.6123458087319288
27043,0.5688508620697305,0.8005697394783822
27044,0.027794195557906545,0.12595793431071567
27045,0.11141148935985086,0.4680346415761586
27046,0.07578333216628702,0.281388177947493
27047,0.6425512279806286,0.6581805955605508
27048,0.1637485644120862,0.24635118422996924
27049,0.21032956416824494,0.8464782876514446
27050,0.04337322492280774,0.4024983651569625
27051,0.006619040978991615,0.057013072094415314
27052,0.10703998667082128,0.4785606493988068
27053,0.763657970070742,0.9109077791919861
27054,0.04580975730046447,0.27218076671245905
27055,0.10011621633391304,0.8062957084561011
27056,0.04491053604301292,0.13780966819103813
27057,0.04419911813584948,0.09492012097841972
27058,0.7238634930984086,0.8597909105599219
27059,0.06427273746489415,0.2369611077172905
27060,0.021378865694233223,0.2369611077172905
27061,0.0967310006638876,0.5102734061985817
27062,0.07925564035862707,0.5836943130561042
27063,0.10887824754405712,0.5535533962285153
27064,0.16142972232449787,0.7293510277160379
27065,0.06513488875948509,0.3527451718206487
27066,0.07899123695215551,0.59917898645901
27067,0.30520736686763295,0.5243606032092087
27068,0.8354430033060641,0.9408389127831731
27069,0.3982056079686875,0.8815943649780508
27070,0.08349470845761167,0.2467254540261894
27071,0.07629654940075518,0.19631697519430635
27072,0.10077625163691853,0.8336549230460094
27073,0.04549151322776219,0.648378144001289
27074,0.043055272406153984,0.3339740185080675
27075,0.7512841767770521,0.8949710622641126
27076,0.5346569810812896,0.7077889624095246
27077,0.060737337441914015,0.2369611077172905
27078,0.16110749711944683,0.7283277869150059
27079,0.25238406793433377,0.8712795257283339
27080,0.07351304194277357,0.24386474642511402
27081,0.041225014172587136,0.7771939320426995
27082,0.24175864717046794,0.5064108003099033
27083,0.08263393550364652,0.39820908274705086
27084,0.7338450842034667,0.48844627875636687
27085,0.07899123695215551,0.058564364893878756
27086,0.09305354745862203,0.1505458699879382
27087,0.2039346507527684,0.4072472736098035
27088,0.2191732378467642,0.7266001695535096
27089,0.20512311428696053,0.39619211102999885
27090,0.18245608657302143,0.3640514889657797
27091,0.7084663094193461,0.2600783321565424
27092,0.11025024235463933,0.25234846743897477
27093,0.18790118281241747,0.23787243260716176
27094,0.02028691326399095,0.11115866219874831
27095,0.07184695895454567,0.3339740185080675
27096,0.04149538985891247,0.42247944394264314
27097,0.6873648298355015,0.7879178910162317
27098,0.6151206242394657,0.8910682603274116
27099,0.1332037088345266,0.2830235058948504
27100,0.08563397038507822,0.5816281580981082
27101,0.08000751704501625,0.47759583026595526
27102,0.08496708781455266,0.7469663965363293
27103,0.0337719376444911,0.15682012877486656
27104,0.25167990925848466,0.42327220967599016
27105,0.07149700159750606,0.6698802363561365
27106,0.3637551022334802,0.6939196723134103
27107,0.5555740198812835,0.8676283678008622
27108,0.008890226420463856,0.06025320738278511
27109,0.08544031045839652,0.17536932100239971
27110,0.08011982351985397,0.4072472736098035
27111,0.03960839384623739,0.2384105940189133
27112,0.2506150732921377,0.7686247719758803
27113,0.08496708781455266,0.25810527167085884
27114,0.008451871129228525,0.07570593351600083
27115,0.7289424192818303,0.9168478653761645
27116,0.15674338970865775,0.7831928128411915
27117,0.08065984518365547,0.19631697519430635
27118,0.1195217115372598,0.34752148112458936
27119,0.04972843443696611,0.22750252579552485
27120,0.26999051013333014,0.9134873760922942
27121,0.02951854732460383,0.6422810385160149
27122,0.06270655461856338,0.2380190477004732
27123,0.09989131403584119,0.22193392617841623
27124,0.0768935515593353,0.24604265162506947
27125,0.0485211390140186,0.19142468803250856
27126,0.3278155726863486,0.237430408929498
27127,0.08349470845761167,0.3339740185080675
27128,0.20684770355611087,0.4095571482102701
27129,0.5702911119967258,0.607075622498586
27130,0.11368041135492761,0.27218076671245905
27131,0.09215882453508704,0.10661096123811455
27132,0.5757060159287658,0.8602729495223019
27133,0.10568586818848034,0.3598814877083028
27134,0.5079439127667486,0.8457422585194264
27135,0.17166426098302742,0.4995069927542342
27136,0.06885334681796455,0.33169189619655964
27137,0.0693776307699022,0.19631697519430635
27138,0.22397342092486203,0.5212876946950679
27139,0.17863844127440426,0.12960275040015637
27140,0.8620775004937473,0.9393826221864152
27141,0.6263412391332871,0.7953367293039785
27142,0.06513488875948509,0.22668362085191482
27143,0.22312200112423694,0.5586391828354416
27144,0.08748176260117885,0.09317917198216316
27145,0.5423355904604804,0.7025015243768539
27146,0.08988623232943452,0.8732700665903812
27147,0.008156943820651488,0.2916157300776755
27148,0.2284837192921363,0.39503974155911437
27149,0.27395691883855255,0.2369611077172905
27150,0.6582070151687626,0.9673565911291669
27151,0.10165864686151943,0.64992368648491
27152,0.04017937081578775,0.25234846743897477
27153,0.17863844127440426,0.5217967563586126
27154,0.7276388676049182,0.9093758870684306
27155,0.11946963663363905,0.49719639035981705
27156,0.023105563812189464,0.24803885699454015
27157,0.038390770318522116,0.4234224385293421
27158,0.07713117026134238,0.237430408929498
27159,0.07326627188210952,0.21430707382644534
27160,0.26503025171379463,0.33537384681237464
27161,0.19484934834395629,0.5427639342584927
27162,0.22478352141010652,0.9128563246576349
27163,0.7396605373036378,0.8159793721376493
27164,0.2791874131066121,0.22448707669941667
27165,0.6105966104060924,0.819220098309318
27166,0.1391419924962185,0.25019110949161916
27167,0.10774020317100194,0.44346623539135593
27168,0.18703359043824594,0.7339181171500413
27169,0.04245241378425603,0.24918111077796357
27170,0.19620880347703418,0.6893904524061008
27171,0.0502882448352244,0.272929042161863
27172,0.0485211390140186,0.6951185564145645
27173,0.32138994029841744,0.669853422497727
27174,0.07515152701654398,0.2657881038744964
27175,0.0755495258387146,0.1628276444030437
27176,0.44248933397463663,0.8858663785519229
27177,0.6972782894788847,0.9382920789786806
27178,0.11752745043571024,0.3339740185080675
27179,0.12336238443511373,0.32351448225152074
27180,0.24879937560875312,0.39820908274705086
27181,0.051207765834135485,0.6863717186999582
27182,0.6843904232309284,0.9382920789786806
27183,0.046327604418355366,0.3296814591470507
27184,0.03848179413132003,0.38185771454699274
27185,0.5609017393998895,0.8492005403624971
27186,0.12858478991726227,0.5243606032092087
27187,0.21920899585642342,0.35152079832843514
27188,0.06792517311825104,0.4680346415761586
27189,0.09627838144756619,0.4758360735342542
27190,0.44059028204633516,0.8248638914637508
27191,0.17940138552105286,0.9382920789786806
27192,0.608276519024255,0.8523998815845052
27193,0.02878703933537727,0.13392779681218872
27194,0.10703998667082128,0.339638964301667
27195,0.07578333216628702,0.3164921153766697
27196,0.31554025744911224,0.272929042161863
27197,0.12149231653532482,0.8214574032010056
27198,0.9000105415145605,0.960250068261869
27199,0.05208389057799722,0.11068145900673283
27200,0.2331077804725713,0.7065781285153104
27201,0.7096227939834759,0.9103336243835329
27202,0.10703998667082128,0.11542536287256118
27203,0.08435036077036714,0.20482277039206204
27204,0.0490680602448142,0.14674605627618645
27205,0.0064322442175757145,0.06904623680466042
27206,0.19380615571872503,0.33511500951822365
27207,0.006106847189395266,0.057175543840975604
27208,0.6640295813051779,0.5222080402163035
27209,0.008451871129228525,0.07570593351600083
27210,0.1807782145765041,0.27218076671245905
27211,0.12327146232857081,0.34097316333114486
27212,0.4378095245146564,0.8797731900587613
27213,0.620957930028475,0.7938990270073396
27214,0.04764743817780805,0.18697482200048177
27215,0.15980252644322313,0.8186121708796487
27216,0.07251198903409632,0.7346030580927798
27217,0.09398091471920328,0.4543683358419047
27218,0.6570382133572867,0.9002823954540159
27219,0.37500031815465146,0.629240953901493
27220,0.16142972232449787,0.6016246158098549
27221,0.10703998667082128,0.38215930266634984
27222,0.22249362531245218,0.6431989219385877
27223,0.09305354745862203,0.7017121718194119
27224,0.17469868885216477,0.6167325629760303
27225,0.1864183172726548,0.3339740185080675
27226,0.02951854732460383,0.25234846743897477
27227,0.11141148935985086,0.272929042161863
27228,0.2998328161684682,0.6708568496221594
27229,0.8179189422399923,0.9419555615457939
27230,0.15110482468878259,0.9128563246576349
27231,0.36450397278082625,0.7668512811519189
27232,0.118799735193903,0.6670666331680783
27233,0.503641176169466,0.38965118180980546
27234,0.1055757180417735,0.08695523297436138
27235,0.7309149125973232,0.8412967827139963
27236,0.08011982351985397,0.8523610811690727
27237,0.30520736686763295,0.5243606032092087
27238,0.20648689878853518,0.5288146646327132
27239,0.38613951686188797,0.2303909063410698
27240,0.07228322795274887,0.4153707052148402
27241,0.11213671148985212,0.263896777907512
27242,0.15560886091029932,0.5145836609684892
27243,0.06466621865048927,0.13816248772836942
27244,0.07899123695215551,0.19691311435762066
27245,0.10826205804678775,0.5354777933922035
27246,0.7672282061478272,0.9143553546613916
27247,0.1864183172726548,0.8808560087715605
27248,0.11752745043571024,0.64992368648491
27249,0.08617125376393406,0.4006744794877847
27250,0.12464239226510587,0.34720373792561243
27251,0.09471009499386406,0.20935581050194654
27252,0.4763261983914925,0.7405378697030186
27253,0.08259739192042977,0.8079981069878744
27254,0.8576218079751355,0.9344753802749057
27255,0.1163108005753515,0.310757712642196
27256,0.4376181058307373,0.9382920789786806
27257,0.39879594490650405,0.5271544014578408
27258,0.39067389863821517,0.6284593008188065
27259,0.4958750655738873,0.7283277869150059
27260,0.21991342321909774,0.6579720157673672
27261,0.09627838144756619,0.4342879543788606
27262,0.17863844127440426,0.4654766791322515
27263,0.1684543165287484,0.3412308821214981
27264,0.11201574151201144,0.17565735238380603
27265,0.12442684268101292,0.49309625085612213
27266,0.17050115474042793,0.4110386141440459
27267,0.33992776273562597,0.869323216625901
27268,0.022652775088476552,0.21936700257593814
27269,0.6712125963232412,0.5829292053826222
27270,0.043440567387340534,0.10512639298303048
27271,0.04549151322776219,0.22668362085191482
27272,0.028773205105379392,0.5256330949875598
27273,0.06508350975804694,0.277121615702462
27274,0.133570982358991,0.43008782615175534
27275,0.1864183172726548,0.4419942498320875
27276,0.01693615978542081,0.25995618873669923
27277,0.08065984518365547,0.7017121718194119
27278,0.17288116231612466,0.408612540203745
27279,0.10576567390441606,0.19679357909475265
27280,0.03265146703029179,0.1945211198471498
27281,0.06421982869328711,0.3156778929450141
27282,0.09236810390425733,0.7333931573615128
27283,0.015372432433300614,0.10600446293375783
27284,0.3664443784185989,0.6929097371310534
27285,0.10011621633391304,0.2685942194596154
27286,0.08072637887927658,0.1364155931075789
27287,0.20648689878853518,0.5288146646327132
27288,0.5970245870290953,0.7563127583596257
27289,0.2897965120035436,0.5295975048363208
27290,0.038795332289406945,0.22944465491710936
27291,0.6537215291127416,0.8790480242006224
27292,0.07899123695215551,0.566037953237039
27293,0.13137728196331538,0.9128563246576349
27294,0.04335724747986478,0.1256260516129319
27295,0.17940138552105286,0.7924556293007218
27296,0.11192644049806867,0.6167756564503969
27297,0.11141148935985086,0.8144784985181176
27298,0.09989131403584119,0.4006744794877847
27299,0.17572485384988792,0.4416791981750315
27300,0.2399872885155169,0.9382920789786806
27301,0.022678603028115488,0.11068145900673283
27302,0.10341519376855167,0.5629466110568104
27303,0.036136788623380045,0.2466221792046786
27304,0.06815527669458198,0.5658820117013954
27305,0.06155518474092054,0.08083423746755532
27306,0.1549000314876964,0.36495445730066417
27307,0.7020491059791332,0.79787464309455
27308,0.15980252644322313,0.3844169204953818
27309,0.5078916927831414,0.9128563246576349
27310,0.06427273746489415,0.08522791685791631
27311,0.10672088274923655,0.22944465491710936
27312,0.07587606021666114,0.337670701822419
27313,0.10703998667082128,0.22668362085191482
27314,0.07925564035862707,0.18697482200048177
27315,0.1195217115372598,0.34752148112458936
27316,0.3236232737222549,0.6092763538133056
27317,0.07753809122265151,0.18830424521134365
27318,0.1875287482161323,0.33071332439555523
27319,0.27893807942668164,0.7724930645134367
27320,0.3637551022334802,0.6939196723134103
27321,0.046327604418355366,0.39649775853798674
27322,0.3803396215753739,0.1547047382770094
27323,0.11487312318066911,0.623536255831564
27324,0.31554025744911224,0.64992368648491
27325,0.5724289307445044,0.8627792367596792
27326,0.12363320453488184,0.5917931339606366
27327,0.08364724561028326,0.2388243735889152
27328,0.2350973528681471,0.6243021239888298
27329,0.11946963663363905,0.34720373792561243
27330,0.02670075276605986,0.3787142524959414
27331,0.09398091471920328,0.28297020246855886
27332,0.18091108141709908,0.8105236992500043
27333,0.585533970442205,0.8007407184528996
27334,0.08349470845761167,0.11603354974701104
27335,0.21505433692777648,0.21848198699435475
27336,0.09366837487127407,0.22488709025251552
27337,0.21227681830303308,0.8396450862018685
27338,0.20905518047320693,0.491683880859258
27339,0.30520736686763295,0.4110386141440459
27340,0.02985799641558643,0.11603354974701104
27341,0.172140130011504,0.4047687479567689
27342,0.0452065052533437,0.6098570107953802
27343,0.08349470845761167,0.2467254540261894
27344,0.20038916999179965,0.346348831362078
27345,0.06890748250262552,0.281388177947493
27346,0.7185538558009824,0.9199793282523737
27347,0.6188415344133514,0.8756799042650341
27348,0.09429035562551877,0.27014962241641116
27349,0.08349470845761167,0.34097316333114486
27350,0.14588821171742716,0.8756799042650341
27351,0.8532125023735486,0.8960645169314091
27352,0.14864963316873506,0.4801934616343634
27353,0.01693615978542081,0.2784262686163453
27354,0.1351793231930061,0.3573907916161557
27355,0.3072663396366444,0.4222876272068957
27356,0.17796845872499817,0.5658820117013954
27357,0.0915868567773332,0.27794026887468815
27358,0.1629654777880855,0.5402901290213284
27359,0.3244284410979968,0.6135736771442991
27360,0.13549972746243022,0.5815542545011136
27361,0.042313349622597536,0.8391018905544319
27362,0.15590936334762526,0.44338886913953246
27363,0.1995021389491937,0.31173985917787955
27364,0.06508350975804694,0.07498991229247963
27365,0.18976826055786528,0.49327593868395736
27366,0.4424221051750109,0.4444531184587746
27367,0.26058276911944656,0.6278710505843025
27368,0.11331529779990213,0.45691743543314806
27369,0.10251219482980513,0.16070106588327773
27370,0.05584766736715787,0.8129205423556445
27371,0.40461884581975316,0.6566971689129718
27372,0.07899123695215551,0.19691311435762066
27373,0.7791391581471536,0.8144784985181176
